,Duration (in seconds),Age,Gender,Residential country,Student?,TPU experience
10295,1491,30-34,Woman,United States of America,No,
10296,392,18-21,Man,Russia,Yes,
10297,389,22-24,Man,Turkey,Yes,
10298,598,25-29,Man,India,No,Once
10299,429,22-24,Man,Pakistan,Yes,
10300,394,18-21,Man,Egypt,Yes,
10301,306,25-29,Man,India,No,
10302,452,30-34,Man,Indonesia,No,
10303,1565,25-29,Man,Peru,Yes,
10304,233,22-24,Man,India,Yes,
10305,189,22-24,Man,India,Yes,
10306,371,25-29,Man,Indonesia,No,
10307,219,35-39,Man,United States of America,No,
10308,37556,35-39,Man,Nigeria,Yes,
10309,231,22-24,Woman,United States of America,Yes,
10310,2191,25-29,Man,Bangladesh,Yes,
10311,24600,35-39,Man,Other,No,Never
10312,291,18-21,Woman,India,Yes,
10313,398,30-34,Man,United States of America,No,Never
10314,831,50-54,Man,Other,No,
10315,215,40-44,Woman,India,No,
10316,216,18-21,Man,China,Yes,
10317,977,25-29,Man,India,No,
10318,231,30-34,Woman,India,No,
10319,492,22-24,Man,Pakistan,Yes,
10320,211,18-21,Man,India,Yes,
10321,213,40-44,Woman,United States of America,No,
10322,628,30-34,Man,Morocco,No,
10323,513,60-69,Man,Japan,No,Never
10324,581,40-44,Woman,India,No,Never
10325,660,70+,Man,United States of America,No,2-5 times
10326,281,18-21,Woman,Colombia,Yes,
10327,197,18-21,Man,India,Yes,
10328,7307,25-29,Man,India,No,Never
10329,617,35-39,Man,India,No,
10330,537,22-24,Woman,India,Yes,
10331,1325,35-39,Man,Nigeria,No,Never
10332,147,40-44,Man,Algeria,Yes,
10333,899,40-44,Man,France,No,Never
10334,426,45-49,Man,United States of America,Yes,
10335,358,55-59,Woman,Thailand,No,
10336,400,25-29,Man,Nigeria,Yes,
10337,511,55-59,Man,Japan,No,
10338,193,30-34,Man,United States of America,Yes,
10339,364,25-29,Woman,Netherlands,No,
10340,15476,40-44,Man,Japan,No,Never
10341,309,18-21,Man,India,Yes,
10342,239,25-29,Woman,Sri Lanka,Yes,
10343,124,18-21,Man,India,Yes,
10344,339,22-24,Man,India,No,
10345,223,25-29,Man,Ethiopia,Yes,
10346,308,25-29,Man,Pakistan,Yes,
10347,728,25-29,Man,India,No,
10348,154,22-24,Man,India,Yes,
10349,464,25-29,Man,India,Yes,
10350,867,30-34,Woman,United States of America,No,
10351,892,40-44,Man,United Arab Emirates,No,
10352,548,30-34,Man,Thailand,No,
10353,212,30-34,Man,Canada,Yes,
10354,353,25-29,Man,Sri Lanka,Yes,
10355,201,18-21,Man,India,Yes,
10356,22959,30-34,Man,India,No,Never
10357,295,50-54,Man,India,Yes,
10358,551,30-34,Man,India,No,Once
10359,1104,30-34,Man,South Korea,No,Never
10360,299,22-24,Man,Bangladesh,Yes,
10361,553,50-54,Man,India,No,
10362,323,25-29,Man,Tunisia,Yes,
10363,686,40-44,Woman,Philippines,No,
10364,405,18-21,Man,India,No,
10365,250,18-21,Man,Ecuador,Yes,
10366,632,30-34,Man,Pakistan,No,
10367,949,22-24,Man,India,No,Never
10368,337,60-69,Man,Mexico,No,
10369,171,22-24,Man,India,Yes,
10370,262,22-24,Man,Saudi Arabia,Yes,
10371,529,22-24,Man,India,Yes,
10372,181,25-29,Man,United States of America,Yes,
10373,229,22-24,Man,Mexico,Yes,
10374,225,30-34,Woman,Canada,Yes,
10375,306,25-29,Man,United States of America,No,
10376,285,22-24,Woman,Indonesia,Yes,
10377,255,35-39,Man,India,No,
10378,221,18-21,Man,India,Yes,
10379,479,18-21,Man,India,Yes,
10380,167,22-24,Woman,Nigeria,Yes,
10381,308,25-29,Man,India,No,
10382,263,30-34,Woman,Russia,No,
10383,1844,22-24,Man,Pakistan,Yes,
10384,444,45-49,Man,United Kingdom of Great Britain and Northern Ireland,No,
10385,787,30-34,Man,France,No,Never
10386,784,40-44,Man,Other,No,6-25 times
10387,214,30-34,Man,United States of America,Yes,
10388,736,40-44,Prefer to self-describe,United States of America,No,2-5 times
10389,805,25-29,Man,Taiwan,No,Never
10390,2225,40-44,Man,India,No,Never
10391,239,35-39,Man,Netherlands,No,
10392,425,18-21,Woman,India,Yes,
10393,813,35-39,Man,Mexico,No,Once
10394,170,25-29,Man,India,No,
10395,589,25-29,Man,India,No,2-5 times
10396,417,35-39,Man,Chile,No,
10397,1368,18-21,Man,India,Yes,
10398,178,22-24,Woman,China,Yes,
10399,260,30-34,Man,Other,Yes,
10400,490,18-21,Man,United States of America,Yes,
10401,167,18-21,Man,Tunisia,Yes,
10402,554,40-44,Man,Brazil,No,More than 25 times
10403,596,25-29,Woman,China,No,
10404,329,22-24,Man,Pakistan,Yes,
10405,279,18-21,Woman,India,Yes,
10406,415,18-21,Man,Other,Yes,
10407,245,22-24,Man,Indonesia,Yes,
10408,1022,55-59,Man,Tunisia,No,2-5 times
10409,539,30-34,Man,United States of America,No,
10410,222,18-21,Man,Other,Yes,
10411,1137,60-69,Man,France,No,2-5 times
10412,2590,22-24,Man,Other,No,
10413,234,25-29,Man,Australia,No,
10414,483,50-54,Man,Mexico,No,
10415,921,35-39,Man,Nigeria,Yes,
10416,169,18-21,Man,Viet Nam,Yes,
10417,644,25-29,Man,India,No,
10418,873,30-34,Woman,Japan,No,
10419,9234,18-21,Man,Pakistan,Yes,
10420,233,45-49,Woman,Argentina,Yes,
10421,199,22-24,Man,India,No,
10422,301,35-39,Woman,South Korea,Yes,
10423,282,18-21,Man,India,Yes,
10424,505,22-24,Man,Pakistan,Yes,
10425,265,22-24,Man,India,Yes,
10426,891,40-44,Man,India,No,
10427,605,45-49,Man,United States of America,No,Never
10428,1011,22-24,Man,India,No,6-25 times
10429,301,18-21,Woman,India,Yes,
10430,570,55-59,Man,India,No,
10431,299,30-34,Man,Philippines,Yes,
10432,240,18-21,Man,Ukraine,Yes,
10433,206,30-34,Man,India,Yes,
10434,235,25-29,Man,India,No,
10435,598,35-39,Man,India,No,2-5 times
10436,505,35-39,Man,Romania,No,More than 25 times
10437,382,35-39,Man,United States of America,No,Never
10438,668,35-39,Man,Cameroon,Yes,
10439,511723,22-24,Man,Russia,Yes,
10440,663,50-54,Man,Spain,No,Never
10441,304,30-34,Man,Hong Kong (S.A.R.),Yes,
10442,1167,45-49,Man,United States of America,No,2-5 times
10443,422,22-24,Man,Japan,Yes,
10444,418,40-44,Man,United States of America,No,Never
10445,559,40-44,Woman,United States of America,Yes,
10446,314,18-21,Man,India,Yes,
10447,429,25-29,Man,India,Yes,
10448,280,30-34,Man,Other,Yes,
10449,215,18-21,Man,India,Yes,
10450,373,25-29,Man,India,No,
10451,638,40-44,Man,United States of America,No,More than 25 times
10452,828,50-54,Man,Nigeria,Yes,
10453,122,18-21,Man,India,Yes,
10454,414,22-24,Man,Spain,No,Never
10455,381,50-54,Man,Kenya,Yes,
10456,694,45-49,Woman,India,No,
10457,244,18-21,Man,India,Yes,
10458,363,18-21,Woman,India,Yes,
10459,607,22-24,Man,India,No,Never
10460,1054,18-21,Woman,India,Yes,
10461,282,35-39,Man,Turkey,No,
10462,379,18-21,Man,Nigeria,Yes,
10463,450,18-21,Man,India,Yes,
10464,176,22-24,Prefer not to say,Thailand,Yes,
10465,527,25-29,Woman,Indonesia,Yes,
10466,137,55-59,Man,United States of America,No,
10467,171,18-21,Man,India,Yes,
10468,225,18-21,Man,India,Yes,
10469,364,25-29,Man,Pakistan,Yes,
10470,277,22-24,Man,Australia,Yes,
10471,399,50-54,Man,United States of America,No,
10472,211,22-24,Man,India,Yes,
10473,237,25-29,Man,India,No,
10474,556,50-54,Man,Pakistan,No,Never
10475,304,30-34,Woman,India,Yes,
10476,244,40-44,Man,India,No,
10477,254,25-29,Man,Ukraine,No,
10478,238,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Yes,
10479,330,25-29,Man,Australia,No,
10480,334,45-49,Man,Thailand,Yes,
10481,742,30-34,Man,France,No,Never
10482,274,18-21,Man,India,Yes,
10483,3405,30-34,Man,India,No,
10484,408,30-34,Man,India,No,
10485,170,18-21,Man,India,Yes,
10486,267,22-24,Man,Germany,Yes,
10487,619,22-24,Man,India,No,
10488,327,18-21,Woman,India,Yes,
10489,813,40-44,Woman,India,No,Never
10490,78273,18-21,Woman,India,No,
10491,206,60-69,Man,United States of America,No,
10492,292,18-21,Man,India,Yes,
10493,290,22-24,Man,Romania,Yes,
10494,121,18-21,Man,Pakistan,Yes,
10495,1784,55-59,Man,United States of America,No,
10496,166,25-29,Woman,Argentina,Yes,
10497,468,40-44,Man,Turkey,No,6-25 times
10498,415,18-21,Man,India,Yes,
10499,233,25-29,Man,India,Yes,
10500,1223,40-44,Man,China,No,Never
10501,329,22-24,Man,Bangladesh,Yes,
10502,172,25-29,Woman,South Korea,Yes,
10503,367,18-21,Prefer not to say,South Korea,Yes,
10504,2724,18-21,Woman,Egypt,Yes,
10505,376,70+,Man,Colombia,Yes,
10506,1740,35-39,Man,India,No,Never
10507,419,30-34,Man,India,Yes,
10508,308,25-29,Woman,India,Yes,
10509,332,25-29,Woman,Turkey,Yes,
10510,199,18-21,Man,China,Yes,
10511,1841,22-24,Man,Other,Yes,
10512,244,30-34,Man,India,No,
10513,227,22-24,Man,India,Yes,
10514,344,40-44,Man,France,Yes,
10515,369,18-21,Woman,India,Yes,
10516,255,18-21,Woman,Brazil,Yes,
10517,632,30-34,Man,Singapore,No,
10518,164,22-24,Woman,India,Yes,
10519,248,18-21,Man,India,Yes,
10520,198,25-29,Man,Ecuador,Yes,
10521,431,25-29,Man,India,No,Never
10522,339,18-21,Man,India,No,
10523,230,45-49,Man,Turkey,No,
10524,207,18-21,Prefer not to say,Pakistan,Yes,
10525,782,25-29,Man,Turkey,Yes,
10526,677,22-24,Man,Tunisia,Yes,
10527,255,60-69,Woman,Brazil,No,
10528,245,22-24,Man,India,No,
10529,810,18-21,Man,India,Yes,
10530,419,30-34,Man,Canada,No,Never
10531,192,25-29,Man,United States of America,No,
10532,403,45-49,Man,United States of America,No,
10533,777,25-29,Man,Egypt,No,
10534,283,22-24,Man,India,No,
10535,264,40-44,Man,India,Yes,
10536,205,22-24,Woman,India,Yes,
10537,85355,35-39,Man,Other,Yes,
10538,436,50-54,Man,Morocco,No,
10539,169,25-29,Man,Brazil,Yes,
10540,180,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Yes,
10541,791,25-29,Man,Brazil,Yes,
10542,1365,35-39,Man,Egypt,No,More than 25 times
10543,200,25-29,Man,Brazil,Yes,
10544,390,25-29,Man,Nigeria,Yes,
10545,335,60-69,Woman,Brazil,No,
10546,950,18-21,Man,Mexico,No,
10547,120,22-24,Woman,Philippines,No,
10548,168,18-21,Woman,India,Yes,
10549,170,30-34,Prefer not to say,United States of America,Yes,
10550,263,25-29,Man,India,Yes,
10551,992,50-54,Man,India,No,
10552,3655,45-49,Man,India,No,
10553,200,35-39,Man,Egypt,No,
10554,178,30-34,Man,United States of America,Yes,
10555,207,25-29,Man,United States of America,Yes,
10556,505,25-29,Man,Colombia,No,Never
10557,8957,35-39,Man,Colombia,No,Once
10558,75741,18-21,Man,Indonesia,Yes,
10559,452,35-39,Man,United Kingdom of Great Britain and Northern Ireland,No,Never
10560,248,22-24,Man,United States of America,Yes,
10561,1639,25-29,Man,India,No,
10562,741,35-39,Man,United States of America,No,More than 25 times
10563,132,22-24,Man,India,Yes,
10564,399,50-54,Woman,Other,No,
10565,1932,35-39,Woman,Italy,No,Never
10566,474,35-39,Man,Belgium,No,
10567,195,22-24,Woman,United States of America,Yes,
10568,639,40-44,Man,Other,No,
10569,294,22-24,Man,India,No,
10570,502,30-34,Man,United Arab Emirates,No,Never
10571,256,18-21,Woman,India,Yes,
10572,432,18-21,Man,Nigeria,Yes,
10573,406,25-29,Woman,India,No,
10574,1115,50-54,Man,Czech Republic,No,Never
10575,179,22-24,Man,India,Yes,
10576,267,18-21,Man,Russia,Yes,
10577,353,25-29,Man,Other,Yes,
10578,193,40-44,Man,Spain,No,
10579,213,22-24,Woman,Mexico,Yes,
10580,210,18-21,Man,India,Yes,
10581,360,25-29,Woman,United States of America,Yes,
10582,469,25-29,Man,Other,No,
10583,393,25-29,Man,Brazil,No,
10584,761,35-39,Woman,Nigeria,No,
10585,446,45-49,Man,Colombia,Yes,
10586,643,25-29,Man,Other,No,2-5 times
10587,339,30-34,Man,Nigeria,Yes,
10588,228,18-21,Man,India,Yes,
10589,10360,25-29,Man,Italy,No,Never
10590,303,22-24,Man,India,Yes,
10591,548,35-39,Woman,Ukraine,No,
10592,3914,30-34,Man,Portugal,No,2-5 times
10593,487134,18-21,Man,India,Yes,
10594,425,45-49,Man,Netherlands,No,Never
10595,2389,60-69,Man,Indonesia,No,
10596,222,30-34,Man,India,Yes,
10597,380,30-34,Man,Other,No,
10598,749,50-54,Man,Canada,No,
10599,199,22-24,Man,India,No,
10600,210,22-24,Man,India,Yes,
10601,298,18-21,Man,India,Yes,
10602,323,40-44,Man,United Kingdom of Great Britain and Northern Ireland,No,
10603,1721,30-34,Woman,Ukraine,No,Never
10604,243,22-24,Man,India,Yes,
10605,560,22-24,Nonbinary,Colombia,Yes,
10606,277,25-29,Woman,Argentina,Yes,
10607,164,18-21,Woman,India,Yes,
10608,604,22-24,Man,Egypt,Yes,
10609,2518,22-24,Man,India,No,
10610,661,55-59,Man,China,No,
10611,297,30-34,Woman,India,No,
10612,143,30-34,Man,Taiwan,No,
10613,387,30-34,Man,Japan,No,Never
10614,771,25-29,Man,United States of America,No,
10615,308,25-29,Man,Indonesia,No,
10616,612,40-44,Man,Canada,No,More than 25 times
10617,606,30-34,Man,India,No,
10618,5027,55-59,Man,India,Yes,
10619,488,22-24,Man,South Africa,No,
10620,389,40-44,Man,Nigeria,No,
10621,165,18-21,Man,Pakistan,Yes,
10622,258,22-24,Man,Other,Yes,
10623,299,22-24,Man,India,Yes,
10624,4892,50-54,Man,Ireland,No,
10625,215,25-29,Woman,United States of America,Yes,
10626,502,50-54,Man,Netherlands,No,
10627,338,18-21,Man,Viet Nam,Yes,
10628,496,18-21,Man,Viet Nam,Yes,
10629,221,18-21,Man,United States of America,Yes,
10630,187,40-44,Man,India,Yes,
10631,384,40-44,Woman,United States of America,No,
10632,1133,40-44,Man,India,No,Once
10633,307,22-24,Woman,Other,Yes,
10634,416,22-24,Woman,India,No,
10635,253,25-29,Man,Egypt,Yes,
10636,717,18-21,Man,India,Yes,
10637,551,18-21,Man,India,Yes,
10638,543,18-21,Man,United States of America,Yes,
10639,1097,22-24,Woman,Morocco,Yes,
10640,451,18-21,Woman,India,Yes,
10641,352,22-24,Prefer not to say,Ukraine,Yes,
10642,497,45-49,Man,Italy,No,2-5 times
10643,475,22-24,Man,India,Yes,
10644,465,35-39,Man,Indonesia,Yes,
10645,461,30-34,Woman,Morocco,Yes,
10646,380,18-21,Woman,India,Yes,
10647,186,45-49,Man,United States of America,Yes,
10648,237,35-39,Woman,South Africa,Yes,
10649,506,35-39,Man,Brazil,No,2-5 times
10650,3248,40-44,Man,India,No,
10651,4887,25-29,Man,India,No,Never
10652,575,22-24,Man,Mexico,Yes,
10653,682,35-39,Man,India,Yes,
10654,476,60-69,Man,United States of America,No,
10655,250,22-24,Man,Spain,Yes,
10656,920,50-54,Woman,United States of America,Yes,
10657,328,45-49,Man,Other,Yes,
10658,136,22-24,Man,United States of America,Yes,
10659,156,18-21,Man,India,Yes,
10660,423,40-44,Woman,India,No,
10661,388,45-49,Man,Nigeria,Yes,
10662,889,60-69,Man,Australia,Yes,
10663,386,22-24,Woman,France,Yes,
10664,227,55-59,Woman,Peru,Yes,
10665,501,30-34,Woman,Australia,No,Never
10666,617,45-49,Man,Brazil,Yes,
10667,326,22-24,Man,Kenya,No,
10668,62524,45-49,Man,United States of America,No,Never
10669,1001,40-44,Man,India,No,2-5 times
10670,208,22-24,Woman,Egypt,Yes,
10671,365,18-21,Man,Other,Yes,
10672,478,35-39,Woman,Other,No,2-5 times
10673,783,25-29,Man,India,No,Never
10674,928,25-29,Man,Chile,No,Never
10675,1969,50-54,Man,Canada,No,Never
10676,379,40-44,Man,Brazil,Yes,
10677,4194,45-49,Man,Canada,No,
10678,495,25-29,Man,India,No,
10679,454,30-34,Man,Mexico,No,
10680,1246,25-29,Man,United States of America,No,Never
10681,568,40-44,Man,Nepal,Yes,
10682,359,18-21,Man,Taiwan,Yes,
10683,188,40-44,Woman,United States of America,No,
10684,540,30-34,Man,Other,No,
10685,212,22-24,Nonbinary,Russia,Yes,
10686,1142,25-29,Man,India,No,Never
10687,450,18-21,Man,Ghana,Yes,
10688,7321,30-34,Man,India,No,
10689,248,30-34,Man,Brazil,Yes,
10690,179,18-21,Prefer not to say,India,Yes,
10691,380,25-29,Man,India,No,
10692,190,18-21,Man,India,Yes,
10693,1327,30-34,Man,Russia,No,6-25 times
10694,727,45-49,Man,Other,No,
10695,131,35-39,Man,Morocco,No,
10696,137,18-21,Woman,India,Yes,
10697,223,22-24,Prefer not to say,China,Yes,
10698,515,22-24,Man,India,No,2-5 times
10699,255,25-29,Man,Other,No,
10700,259,22-24,Man,Bangladesh,Yes,
10701,183,18-21,Woman,India,Yes,
10702,360,22-24,Man,Egypt,Yes,
10703,456,22-24,Man,India,Yes,
10704,1466,45-49,Woman,United States of America,Yes,
10705,161,45-49,Woman,United States of America,No,
10706,253,22-24,Man,India,Yes,
10707,454,22-24,Man,United States of America,No,
10708,904,30-34,Woman,Nigeria,No,Never
10709,327,55-59,Man,India,No,
10710,278,18-21,Man,India,Yes,
10711,338,25-29,Woman,United States of America,Yes,
10712,310,25-29,Man,China,Yes,
10713,361,18-21,Man,United States of America,Yes,
10714,2647,40-44,Man,"Iran, Islamic Republic of...",No,2-5 times
10715,2453,55-59,Woman,Mexico,No,
10716,906,30-34,Man,India,No,Never
10717,1108,30-34,Man,Other,No,
10718,181,22-24,Man,India,Yes,
10719,432,22-24,Man,India,No,Never
10720,689,18-21,Man,"Iran, Islamic Republic of...",Yes,
10721,196,18-21,Man,India,Yes,
10722,395,45-49,Man,India,No,
10723,331,25-29,Man,Peru,Yes,
10724,410,18-21,Man,Nigeria,Yes,
10725,411,25-29,Woman,India,Yes,
10726,2168,25-29,Man,India,No,Never
10727,514,40-44,Man,United States of America,No,
10728,513,40-44,Man,South Africa,No,Never
10729,302,50-54,Woman,United States of America,Yes,
10730,706,40-44,Man,Brazil,No,2-5 times
10731,593,35-39,Woman,Brazil,Yes,
10732,4074,25-29,Man,Poland,Yes,
10733,718,30-34,Man,Morocco,No,Never
10734,1214,25-29,Woman,India,No,Once
10735,380,35-39,Man,India,No,
10736,333,25-29,Man,India,Yes,
10737,728,25-29,Man,Colombia,No,2-5 times
10738,354,25-29,Man,Brazil,Yes,
10739,318,22-24,Man,India,Yes,
10740,359,50-54,Man,United Kingdom of Great Britain and Northern Ireland,No,
10741,135,35-39,Woman,India,No,
10742,269,30-34,Woman,India,Yes,
10743,317,22-24,Man,Other,Yes,
10744,377,25-29,Man,Russia,No,Never
10745,581,25-29,Man,Other,Yes,
10746,393,22-24,Man,Other,Yes,
10747,151,18-21,Man,United States of America,Yes,
10748,3817,25-29,Woman,India,No,
10749,295,18-21,Woman,India,Yes,
10750,359,18-21,Man,India,Yes,
10751,362,22-24,Man,Hong Kong (S.A.R.),Yes,
10752,10313,35-39,Man,India,No,
10753,737,50-54,Man,Brazil,No,
10754,2170,35-39,Man,United States of America,No,Never
10755,121,18-21,Man,India,Yes,
10756,243,18-21,Woman,India,Yes,
10757,468,30-34,Woman,United States of America,No,
10758,203,25-29,Man,Other,Yes,
10759,211,25-29,Man,India,No,
10760,193,30-34,Man,United States of America,No,
10761,202,50-54,Man,United States of America,Yes,
10762,8095,35-39,Man,Poland,No,6-25 times
10763,1555,50-54,Man,Argentina,No,Once
10764,484,25-29,Man,Algeria,Yes,
10765,190,18-21,Man,India,Yes,
10766,476,35-39,Man,Mexico,No,
10767,275,18-21,Man,Egypt,Yes,
10768,919,45-49,Man,Japan,No,Never
10769,2466,50-54,Man,Mexico,No,
10770,597,25-29,Woman,Other,Yes,
10771,291,18-21,Man,Kenya,Yes,
10772,642,40-44,Man,United Arab Emirates,No,Once
10773,328,25-29,Woman,Chile,Yes,
10774,1420095,18-21,Woman,Egypt,Yes,
10775,417,25-29,Man,Other,No,
10776,164,22-24,Woman,Australia,Yes,
10777,316,25-29,Woman,India,Yes,
10778,8592,40-44,Man,India,No,6-25 times
10779,548,22-24,Woman,India,No,
10780,1097,55-59,Man,Mexico,No,Never
10781,704,40-44,Woman,Netherlands,No,Never
10782,3595,30-34,Man,Saudi Arabia,No,
10783,218,35-39,Man,Other,No,
10784,19938,30-34,Woman,United States of America,No,
10785,336,22-24,Woman,Bangladesh,Yes,
10786,296,18-21,Man,India,Yes,
10787,144,40-44,Woman,India,Yes,
10788,689,40-44,Man,India,No,Never
10789,1479,55-59,Man,Italy,No,2-5 times
10790,418,25-29,Woman,Japan,No,2-5 times
10791,370,22-24,Man,India,Yes,
10792,423,40-44,Man,Japan,No,2-5 times
10793,214,22-24,Woman,Pakistan,Yes,
10794,34845,22-24,Man,Nigeria,Yes,
10795,304,30-34,Man,Chile,Yes,
10796,477,25-29,Man,Canada,No,
10797,189,25-29,Man,India,No,
10798,255,40-44,Man,India,No,
10799,198,18-21,Man,Colombia,Yes,
10800,344,22-24,Man,Tunisia,Yes,
10801,156,18-21,Man,India,Yes,
10802,1150409,18-21,Woman,India,Yes,
10803,404,30-34,Man,United States of America,No,
10804,403,18-21,Man,Nigeria,Yes,
10805,186,55-59,Woman,United States of America,No,
10806,2655,40-44,Prefer not to say,Canada,No,
10807,203,22-24,Woman,Brazil,Yes,
10808,311,30-34,Woman,India,No,
10809,265,45-49,Woman,United States of America,No,
10810,1032,25-29,Man,Kenya,No,More than 25 times
10811,173,22-24,Man,Brazil,Yes,
10812,278,25-29,Man,Nigeria,Yes,
10813,84793,30-34,Woman,Russia,No,
10814,250,30-34,Man,Japan,No,More than 25 times
10815,236,18-21,Woman,India,Yes,
10816,144,25-29,Woman,Turkey,Yes,
10817,223,25-29,Man,India,No,
10818,647,25-29,Woman,India,No,Never
10819,248,18-21,Man,India,Yes,
10820,322,22-24,Man,China,Yes,
10821,671,25-29,Man,India,No,
10822,613,50-54,Man,United States of America,No,
10823,399,45-49,Man,Other,Yes,
10824,307,35-39,Man,United States of America,No,
10825,702,40-44,Man,Other,No,
10826,960,30-34,Man,Other,No,Never
10827,5487,50-54,Woman,Spain,No,Never
10828,54929,30-34,Man,Other,No,
10829,475,22-24,Man,India,No,6-25 times
10830,386,50-54,Man,Other,No,
10831,160,30-34,Man,Nigeria,Yes,
10832,230,55-59,Woman,United States of America,No,
10833,553,30-34,Man,United States of America,No,
10834,584,18-21,Man,India,Yes,
10835,433,30-34,Woman,India,No,
10836,360,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,No,
10837,221,18-21,Man,India,Yes,
10838,150,35-39,Man,India,No,
10839,565,25-29,Man,India,No,
10840,442,25-29,Woman,France,Yes,
10841,120,25-29,Man,India,Yes,
10842,600,30-34,Man,Germany,No,
10843,172,18-21,Woman,Pakistan,Yes,
10844,672,35-39,Man,Brazil,Yes,
10845,2167,35-39,Man,Other,No,Never
10846,567,35-39,Man,Mexico,No,Never
10847,2432,22-24,Man,India,No,
10848,294,45-49,Man,Mexico,No,
10849,178,18-21,Man,United States of America,Yes,
10850,712,40-44,Woman,Russia,Yes,
10851,349,18-21,Man,India,Yes,
10852,623,45-49,Man,China,No,Once
10853,136,22-24,Woman,United States of America,Yes,
10854,60482,35-39,Man,United States of America,Yes,
10855,353,25-29,Man,India,No,
10856,180,35-39,Man,Other,No,
10857,2018,18-21,Man,India,Yes,
10858,459,30-34,Woman,Germany,No,Never
10859,441,60-69,Man,Brazil,No,
10860,315,18-21,Man,India,Yes,
10861,292,45-49,Man,Brazil,No,
10862,196,50-54,Man,United States of America,No,
10863,527,18-21,Woman,India,Yes,
10864,156,25-29,Woman,Argentina,No,
10865,292,22-24,Man,Kenya,No,
10866,455,22-24,Man,India,No,
10867,288,18-21,Man,Indonesia,Yes,
10868,412,22-24,Man,United States of America,Yes,
10869,425,30-34,Man,Russia,No,
10870,936,30-34,Man,India,No,Never
10871,511,18-21,Woman,India,Yes,
10872,579,30-34,Woman,Malaysia,No,Never
10873,430,22-24,Man,South Korea,Yes,
10874,165,18-21,Man,Other,Yes,
10875,5877,30-34,Man,India,No,
10876,1856,30-34,Prefer not to say,China,No,
10877,438,45-49,Man,Indonesia,Yes,
10878,386,22-24,Man,Other,Yes,
10879,1444,30-34,Woman,India,No,Once
10880,243,22-24,Man,Brazil,Yes,
10881,587,30-34,Man,United States of America,No,Never
10882,1599,55-59,Man,Hong Kong (S.A.R.),No,Never
10883,403,35-39,Man,Russia,Yes,
10884,313,50-54,Woman,India,Yes,
10885,124,18-21,Prefer not to say,India,Yes,
10886,728,40-44,Man,Japan,No,
10887,198,40-44,Woman,Other,No,
10888,622,30-34,Man,Nigeria,Yes,
10889,685,35-39,Man,India,No,
10890,337,22-24,Man,Other,Yes,
10891,282,22-24,Man,Pakistan,Yes,
10892,260,25-29,Woman,Pakistan,No,
10893,428,50-54,Man,United States of America,No,Never
10894,1172,22-24,Man,India,No,Never
10895,656,30-34,Man,Viet Nam,No,Never
10896,120,35-39,Woman,Argentina,Yes,
10897,175,25-29,Man,Ghana,Yes,
10898,2171,25-29,Man,Russia,No,Never
10899,453,30-34,Man,United States of America,No,Never
10900,209,18-21,Man,India,Yes,
10901,957,25-29,Man,India,No,Never
10902,635,30-34,Man,Czech Republic,No,
10903,383,22-24,Man,Germany,Yes,
10904,877,30-34,Woman,Nigeria,No,Never
10905,667,30-34,Woman,India,No,
10906,595,45-49,Man,Bangladesh,No,2-5 times
10907,265,18-21,Man,India,Yes,
10908,267,25-29,Woman,India,No,
10909,581,30-34,Man,India,No,Once
10910,236,30-34,Man,Philippines,No,
10911,1078,35-39,Woman,India,No,
10912,358,18-21,Man,India,Yes,
10913,140,25-29,Man,Turkey,Yes,
10914,410,30-34,Woman,Peru,No,
10915,165,22-24,Man,Indonesia,Yes,
10916,277,22-24,Woman,Other,No,
10917,209,22-24,Man,India,No,
10918,239,18-21,Nonbinary,Kenya,Yes,
10919,3890,40-44,Man,India,Yes,
10920,369,30-34,Woman,South Africa,No,Once
10921,393,35-39,Woman,United States of America,No,
10922,88653,30-34,Man,United States of America,No,
10923,125,22-24,Man,India,Yes,
10924,1654,55-59,Man,Colombia,No,Never
10925,915,35-39,Man,Nigeria,Yes,
10926,360,30-34,Woman,Zimbabwe,Yes,
10927,371,22-24,Woman,Other,No,
10928,179,18-21,Woman,India,Yes,
10929,26902,30-34,Man,Argentina,Yes,
10930,800,18-21,Man,India,Yes,
10931,188,18-21,Man,India,Yes,
10932,221,22-24,Woman,Argentina,Yes,
10933,1569,30-34,Man,India,No,
10934,646,30-34,Woman,Poland,No,Never
10935,193,55-59,Man,Netherlands,No,
10936,327,25-29,Man,Brazil,No,
10937,559,30-34,Man,United States of America,No,
10938,141,22-24,Man,China,No,
10939,622,50-54,Man,Indonesia,No,
10940,761,45-49,Man,South Korea,No,
10941,277,40-44,Man,Pakistan,Yes,
10942,266,25-29,Woman,India,Yes,
10943,539,30-34,Man,United States of America,No,6-25 times
10944,490,35-39,Man,India,No,
10945,330,22-24,Man,Mexico,No,
10946,467,25-29,Woman,United States of America,No,
10947,1652,30-34,Man,United States of America,No,Never
10948,383,25-29,Man,Poland,Yes,
10949,401,18-21,Woman,India,Yes,
10950,242,30-34,Man,Other,No,
10951,463,55-59,Man,Brazil,Yes,
10952,187,22-24,Man,India,No,
10953,274,22-24,Man,United States of America,No,
10954,230,35-39,Man,Other,Yes,
10955,2026,30-34,Man,India,No,
